Position,ISIN,Stock,Name,ISIN_links,Stock_links
1993,VN000000HEP9,HEP,Hue Urban Environment and Public Works Joint Stock Company,/s-detail/5872,/id/2460
1994,VN000000HES3,HES,Hanoi Entertainment Services Corporation,/s-detail/2782,/id/1895
1995,VN000000HEV7,HEV,Higher Educational & Vocational Book JSC,/s-detail/531,/id/585
1996,VN000000HFB6,HFB,Ho Chi Minh City Ferry Bridge Construction Joint Stock Company,/s-detail/4572,/id/2240
1997,VN000000HFC4,HFC,HFC Petroleum Corporation,/s-detail/542,/id/596
1998,VN000000HFS0,HFS,Ha Noi Trading Service Fashion Joint Stock Company,/s-detail/6091,/id/2490
1999,VN000000HFT8,HFT,Pinetree Securities Corporation,/s-detail/5975,/id/2480
2000,VN000000HFX0,HFX,Thanh Ha production and Import - Export Joint Stock Company,/s-detail/333,/id/493
2001,VN000000HGA6,HGA,Hau Giang High-tech Agriculture Joint Stock Company,/s-detail/10311,/id/2728
2002,VN000000HGC2,HGC,Hau Giang Company Architecture Planning and Construction Investment,/s-detail/10611,/id/2737
2003,VN000000HGM1,HGM,HaGiang Mineral and Mechanics Joint Stock Company,/s-detail/191,/id/340
2004,VN000000HGR0,HGR,Hau Giang Resources and Environment Joint Stock Company,/s-detail/11059,/id/2765
2005,VN000000HGT6,HGT,Huong Giang Tourist Joint Stock Company,/s-detail/11431,/id/2774
2006,VN000000HGW0,HGW,Hau Giang Water Supply And Sewerage – Projects Urban Joint Stock Company,/s-detail/4494,/id/2180
2007,VN000000HHA4,HHA,Hong Ha Stationery Joint Stock Company,/s-detail/2362,/id/1722
2008,VN000000HHC0,HHC,Hai Ha Confectionery Joint Stock Company,/s-detail/1380,/id/220
2009,VN000000HHD8,HHD,Hanoi House Trading And Urban Development Joint Stock Company,/s-detail/7775,/id/2611
2010,VN000000HHG1,HHG,HoangHa Joint Stock Company,/s-detail/213,/id/366
2011,VN000000HHL1,HHL,Hong Ha Long An Joint Stock Company,/s-detail/580,/id/633
2012,VN000000HHN7,HHN,Ha Noi Goods Services And Transport Joint Stock Company,/s-detail/4245,/id/2117
2013,VN000000HHP2,HHP,Hai Phong Hoang Ha Paper Join Stock Company,/s-detail/7251,/id/2568
2014,VN000000HHR8,HHR,Ha Hai Railway Joint Stock Company,/s-detail/4503,/id/2188
2015,VN000000HHS6,HHS,Hoang Huy Investment Services Joint Stock Company,/s-detail/1916,/id/1360
2016,VN000000HHV0,HHV,Deo Ca Trafic Infrastructure Investment Joint Stock Company,/s-detail/3658,/id/2003
2017,VN000000HID6,HID,HALCOM VIETNAM JOINT STOCK COMPANY,/s-detail/3871,/id/2037
2018,VN000000HIG9,HIG,HIPT Group Joint Stock Company,/s-detail/160,/id/303
2019,VN000000HII5,HII,An phat – Yen bai Minieral & Plastic Joint Stock Company,/s-detail/5351,/id/2371
2020,VN000000HIS4,HIS,Vinaconex Plaza Trading and Investment Joint Stock Company,/s-detail/2363,/id/1723
2021,VN000000HIZ9,HIZ,Honai Industrial Zone Joint Stock Company,/s-detail/5456,/id/2396
2022,VN000000HJC6,HJC,Hoa Viet Joint - Stock Company,/s-detail/3333,/id/1962
2023,VN000000HJS2,HJS,Nam Mu Hydropower JSC,/s-detail/214,/id/367
2024,VN000000HKB6,HKB,Ha Noi-Kinh Bac Agriculture and Food Joint Stock Company,/s-detail/2839,/id/1899
2025,VN000000HKC4,HKC,Hanoi Knitting Joint Stock Company,/s-detail/10511,/id/2733
2026,VN000000HKG5,HKG,HUD Kien Giang Investment Construction Joint Stock Company,/s-detail/10972,/id/2761
2027,VN000000HKP6,HKP,HaTien Packaging Joint Stock Company,/s-detail/1725,/id/1259
2028,VN000000HKT8,HKT,Ego VietNam Investment Joint Stock Company,/s-detail/4237,/id/2111
2029,VN000000HLA6,HLA,Asia Huu Lien Joint Stock Company,/s-detail/814,/id/869
2030,VN000000HLB4,HLB,HaLong Beer And Beverage Joint Stock Company,/s-detail/449,/id/503
2031,VN000000HLC2,HLC,Vinacomin - Halam Coal Joint Stock Company,/s-detail/82,/id/221
2032,VN000000HLD0,HLD,Hudland Real Estate Investment and Development Joint Stock Company,/s-detail/2083,/id/1440
2033,VN000000HLE8,HLE,HaiPhong Electric Lighting Join Stock Company,/s-detail/5754,/id/2439
2034,VN000000HLG3,HLG,Hoang Long Group,/s-detail/815,/id/870
2035,VN000000HLR0,HLR,Halang Railways Joint Stock Company,/s-detail/4043,/id/2063
2036,VN000000HLS8,HLS,Hoang Lien Son Technical Creamic Joint - Stocks Company,/s-detail/4931,/id/2329
2037,VN000000HLT6,HLT,Hoang Thi Loan Textile & Garment Joint Stock Company,/s-detail/9855,/id/2710
2038,VN000000HLY6,HLY,Viglacera Ha Long I Joint-Stock Company,/s-detail/476,/id/530
2039,VN000000HMC0,HMC,Vnsteel-Hochiminh city metal corporation,/s-detail/675,/id/730
2040,VN000000HMG1,HMG,VNSTEEL - Hanoi Steel Corporation,/s-detail/311,/id/471
2041,VN000000HMH9,HMH,Hai Minh Corporation,/s-detail/631,/id/684
2042,VN000000HMR8,HMR,Hoang Mai Stone Joint Stock Company,/s-detail/22638,/id/7230
2043,VN000000HMS6,HMS,Hochiminh Museum Construction Joint Stock Company,/s-detail/2402,/id/1763
2044,VN0HN0611014,HN061101,Hanoi State Treasury,/s-detail/1879,/id/1808
2045,VN0HN0611022,HN061102,Hanoi State Treasury,/s-detail/1880,/id/1808
2046,VN000000HNA2,HNA,Hua Na Hydropower Joint Stock Company,/s-detail/5691,/id/2425
2047,VN000000HNB0,HNB,Ha Noi Transport Station Joint Stock Company,/s-detail/3471,/id/1978
2048,VN000000HNC8,HNC,Huu Nghi Cement Joint Stock Company,/s-detail/215,/id/368
2049,VN000000HND6,HND,Hai Phong Thermal Power Joint Stock Company,/s-detail/4317,/id/2127
2050,VN000000HNE4,HNE,Hanel Join Stock Company,/s-detail/10091,/id/2718
2051,VN000000HNF1,HNF,Huu Nghi Food Joint Stock Company,/s-detail/3542,/id/1992
2052,VN000000HNG9,HNG,Hoang Anh Gia Lai Agricultural Joint Stock Company,/s-detail/3191,/id/1943
2053,VN000000HNI5,HNI,HuuNghi Garment Joint Stock Company,/s-detail/5911,/id/2468
2054,VNHNKD131608,HNKD13160,Hanoi State Treasury,/s-detail/2196,/id/1808
2055,VNHNKD132580,HNKD13258,Hanoi State Treasury,/s-detail/2235,/id/1808
2056,VNHNKD132598,HNKD13259,Hanoi State Treasury,/s-detail/2281,/id/1808
2057,VNHNKD141623,HNKD14162,Hanoi State Treasury,/s-detail/2441,/id/1808
2058,VNHNKD152976,HNKD15297,Hanoi State Treasury,/s-detail/3332,/id/1808
2059,VNHNKD152984,HNKD15298,Hanoi State Treasury,/s-detail/3671,/id/1808
2060,VN000000HNM7,HNM,Hanoi Milk Joint Stock Company,/s-detail/144,/id/285
2061,VN000000HNP0,HNP,Hanel Plastics Joint Stock Company,/s-detail/4362,/id/2146
2062,VN000000HNR6,HNR,Hanoi Liquor and Beverage Joint Stock Company,/s-detail/6973,/id/2555
2063,VN000000HNS4,HNS,HaNoi Agricultural Export - Import Service Joint Stock Company,/s-detail/5331,/id/2369
2064,VN000000HNT2,HNT,Ha Noi Tram Joint Stock Company,/s-detail/4219,/id/2105
2065,VN000000HOM5,HOM,HoangMai Cement Joint Stock Company,/s-detail/136,/id/277
2066,VN000000HOT0,HOT,Hoi An Tourist Service Joint Stock Company,/s-detail/1758,/id/1284
2067,VN000000HPA7,HPA,Hung Phu Medical Glass Joint Stock Company,/s-detail/772,/id/827
2068,VN000000HPB5,HPB,PP Pack Making Joint Stock Company,/s-detail/460,/id/514
2069,VN000000HPC3,HPC,Hai Phong Securities JSC,/s-detail/83,/id/222
2070,VN000000HPD1,HPD,Dak Doa Hydropower Joint Stock Company,/s-detail/3058,/id/1919
2071,VN000000HPG4,HPG,Hoa Phat Group Joint Stock Company,/s-detail/1399,/id/1125
2072,VNHPGB153145,HPGB15314,People's Committee of Hai Phong City,/s-detail/3557,/id/1993
2073,VNHPGB174380,HPGB17438,People's Committee of Hai Phong City,/s-detail/6213,/id/1993
2074,VNHPGB192093,HPGB19209,People's Committee of Hai Phong City,/s-detail/10071,/id/1993
2075,VN000000HPH2,HPH,Ha Bac Hung Phat Chemical Joint Stock Company,/s-detail/6031,/id/2487
2076,VN000000HPI0,HPI,Hiep Phuoc Industrial Park Joint Stock Company,/s-detail/2209,/id/1569
2077,VN000000HPL4,HPL,Can Tho Ferry - Bridge Sandage JSC.,/s-detail/581,/id/634
2078,VN000000HPM2,HPM,Hoang Phuc Mineral Trading and Contruction Joint Stock Company,/s-detail/3474,/id/1981
2079,VN000000HPP5,HPP,Hai Phong Paint JSC,/s-detail/548,/id/602
2080,VN000000HPR1,HPR,Hong Phat Construction Investment Joint Stock Company,/s-detail/1689,/id/1241
2081,VN000000HPS9,HPS,Hoa Phat Construction Stone Joint Stock Company,/s-detail/324,/id/484
2082,VN000000HPT7,HPT,HPT Vietnam Corporation,/s-detail/696,/id/751
2083,VN000000HPU5,HPU,28 Hung Phu Joint Stock Company,/s-detail/5455,/id/2395
2084,VN000000HPW1,HPW,Hai phong Water Joint Stock Company,/s-detail/3472,/id/1979
2085,VN000000HPX9,HPX,Hai Phat Investment Joint Stock Company,/s-detail/7031,/id/2559
2086,VN000000HQC1,HQC,Hoang Quan Consulting Trading Service Real Estate Corporation,/s-detail/908,/id/965
2087,VN000000HQM0,HQM,Hoang Quan MeKong Corporation,/s-detail/1966,/id/1383
2088,VN000000HRB1,HRB,Harec Investment and Trade Joint Stock Company,/s-detail/5771,/id/2442
2089,VN000000HRC9,HRC,Hoabinh Rubber Joint Stock company,/s-detail/723,/id/778
2090,VN000000HRG0,HRG,Hanoi Rubber Joint Stock Company,/s-detail/4247,/id/2118
2091,VN000000HRT3,HRT,Hanoi Railway Transport Joint Stock Company,/s-detail/4232,/id/2107
2092,VN000000HSA1,HSA,Hestia Joint Stock Company,/s-detail/4554,/id/2221
2093,VN000000HSG8,HSG,Hoa Sen Group,/s-detail/773,/id/828
2094,VN000000HSI4,HSI,General Materials Biochemistry Fertilizer Joint Stock Company,/s-detail/816,/id/871
2095,VN000000HSL8,HSL,Hong Ha Food Investment Development Joint Stock Company,/s-detail/6551,/id/2524
2096,VN000000HSM6,HSM,HaNoi Textile And Garment Joint Stock Corporation,/s-detail/450,/id/504
2097,VN000000HSP9,HSP,Hanoi Synthetic Paint Joint Stock Company,/s-detail/9731,/id/2704
2098,VN000000HST1,HST,Hung Yen Book and Education Equipment Join Stock Company,/s-detail/96,/id/236
2099,VN000000HSV7,HSV,Ha Noi Iron and Steel Joint Stock Company,/s-detail/16933,/id/5138
2100,VN000000HT12,HT1,Ha Tien 1 Cement Joint Stock Company,/s-detail/909,/id/966
2101,VN000000HT95,HT9,319 Infrastructure Development Joint Stock Company,/s-detail/7211,/id/2566
2102,VN000000HTB7,HTB,Huy Thang Construction Joint Stock Company,/s-detail/910,/id/967
2103,VN000000HTC5,HTC,HOCMON TRADE JOINT STOCK COMPANY,/s-detail/695,/id/750
2104,VN000000HTE1,HTE,Ho Chi Minh City Electric Power Trading Investment Corporation,/s-detail/5415,/id/2384
2105,VN000000HTG6,HTG,Hoa Tho Textile - Garment Joint Stock Corporation,/s-detail/1383,/id/369
2106,VN000000HTH4,HTH,Maritime Pilotage One Member Company Limited - TKV (Planned business name after equitization: Maritime Pilotage Joint Stock Company - TKV),/s-detail/19315,/id/5946
2107,VN000000HTI2,HTI,Idico Infrastructure Development Investment Joint Stock Company,/s-detail/652,/id/705
2108,VN000000HTK8,HTK,Hai Duong Motor Transport Vehicle Registration Joint Stock Company,/s-detail/7674,/id/2600
2109,VN000000HTL6,HTL,Truong Long Engineering And Joint Stock Company,/s-detail/911,/id/968
2110,VN000000HTM4,HTM,HaNoi Trade Joint Stock Corporation,/s-detail/6952,/id/2550
2111,VN000000HTN2,HTN,Hung Thinh Incons Joint Stock Company,/s-detail/7675,/id/2601
2112,VN000000HTP7,HTP,Hoa Phat textbook Printing JSC.,/s-detail/477,/id/531
2113,VN000000HTR3,HTR,Ha Thai Railway Joint Stock Company,/s-detail/4214,/id/2103
2114,VN000000HTS1,HTS,Huong Thinh Steel Joint Stock Company,/s-detail/1439,/id/1166
2115,VN000000HTT9,HTT,Ha Tay Trading Joint Stock Company,/s-detail/4355,/id/2142
2116,VN000000HTU7,HTU,Ha Tinh Urban and Environment Joint Stock Company,/s-detail/4376,/id/2153
2117,VN000000HTV5,HTV,Logistics Vicem Joint Stock Company,/s-detail/582,/id/635
2118,VN000000HTW3,HTW,HaTinh Water Supply Joint Stock Company,/s-detail/4461,/id/2167
2119,VN000000HU19,HU1,HUD1 Investment and construction JSC,/s-detail/467,/id/521
2120,VN000000HU35,HU3,HUD3 Investment and Construction Joint Stock Company,/s-detail/1710,/id/1247
2121,VN000000HU43,HU4,HUD4 Investment and Construction Joint Stock Company,/s-detail/2010,/id/1401
2122,VN000000HU68,HU6,HUD6 Housing and Urban Development Investment Joint Stock Company,/s-detail/524,/id/578
2123,VN000000HUB5,HUB,Thua Thien Hue Construction Joint Stock Corporation,/s-detail/5912,/id/2469
2124,VN000000HUG4,HUG,Hung Yen Garment Corporation Joint Stock Compamy,/s-detail/6012,/id/2485
2125,VN000000HUT7,HUT,TASCO Joint Stock Company,/s-detail/216,/id/370
2126,VN000000HUX9,HUX,Thua Thien Hue Minerals Joint Stock Company,/s-detail/10911,/id/2758
2127,VN000000HVA5,HVA,HVA Investment Joint Stock Company,/s-detail/2936,/id/1905
2128,VN000000HVB3,HVB,Hung Vuong Assurance Corporation,/s-detail/8473,/id/2656
2129,VN000000HVC1,HVC,Prosper Joint Stock Company,/s-detail/609,/id/662
2130,VN000000HVG2,HVG,HUNG VUONG CORPORATION,/s-detail/672,/id/727
2131,VN000000HVH0,HVH,HVC Investment and Technology Joint Stock Company,/s-detail/7991,/id/2627
2132,VN000000HVN8,HVN,Vietnam Airlines Joint Stock Company,/s-detail/3250,/id/1952
2133,VN000000HVT5,HVT,Viet Tri Chemical Joint Stock Company,/s-detail/1401,/id/1127
2134,VN000000HVX7,HVX,HAIVAN CEMENT JOINT STOCK COMPANY,/s-detail/334,/id/494
2135,VN000000HWI6,HWI,Hanoi Water Investment Infrastructure Construction Joint Stock Company,/s-detail/12217,/id/2790
2136,VN000000HWS5,HWS,Thua Thien Hue Water Suppy Joint Stock Company,/s-detail/6217,/id/2499
2137,VN000000I108,I10,IDICO No.10 Investment Construction Joint Stock Company,/s-detail/3776,/id/2030
2138,VN000000I405,I40,40 Investment And Construction Ioint Stock Company,/s-detail/653,/id/706
2139,VN000000IBC1,IBC,Apax Holdings Joint Stock Company,/s-detail/4057,/id/2074
2140,VN000000IBD9,IBD,Binh Duong General Printing Joint Stock Company,/s-detail/8611,/id/2662
2141,VN000000IBN8,IBN,,/s-detail/18148,/id/5550
2142,VN000000ICC9,ICC,Industrial Construction Joint Stock Company,/s-detail/3632,/id/2002
2143,VN000000ICF2,ICF,INVESTMENT COMMERCE FISHERIES CORPORATION,/s-detail/583,/id/636
2144,VN000000ICG0,ICG,Song Hong Contruction Joint Stock Company,/s-detail/33,/id/167
2145,VN000000ICI6,ICI,Industrial Construction an Investement Joint Stock Company No 2,/s-detail/217,/id/371
2146,VN000000ICL0,ICL,Vinh long import- export Joint Stock Company,/s-detail/774,/id/829
2147,VN000000ICN6,ICN,IDICO Investment Construction Oil and Natural Gas Joint Stock Company,/s-detail/2996,/id/1913
2148,VN000000ICS5,ICS,INCOSAF - Construction Consultant and Safety Technique Inspection Joint Stock Company,/s-detail/9971,/id/2714
2149,VN000000ICT3,ICT,Joint Stock Company For Telecoms And Informatics,/s-detail/8391,/id/2652
2150,VN000000IDC7,IDC,IDICO CORPORATION - JSC,/s-detail/5936,/id/2474
2151,VN000000IDI4,IDI,I.D.I International Development and Investment Corporation,/s-detail/1747,/id/1276
2152,VN000000IDJ2,IDJ,IDJ Viet Nam Investment Joint Stock Company,/s-detail/526,/id/580
2153,VN000000IDN4,IDN,Danang Printing and Service Joint Stock Company,/s-detail/2410,/id/1771
2154,VN000000IDP9,IDP,International Dairy Products Joint Stock Company,/s-detail/12406,/id/2816
2155,VN000000IDV7,IDV,Vinh Phuc Infrastructure Development Stock Company,/s-detail/156,/id/298
2156,VN000000IED3,IED,DongNai Import Export Joint Stock Company,/s-detail/10351,/id/2729
2157,VN000000IFC2,IFC,Saigon Industrial Foodstuffs Joint Stock Company,/s-detail/2355,/id/1715
2158,VN000000IFS8,IFS,INTERFOOD SHAREHOLDING COMPANY,/s-detail/584,/id/637
2159,VN000000IHK1,IHK,Aviaton Printing Joint Stock Company,/s-detail/123,/id/264
2160,VN000000IJC4,IJC,Becamex Infrastructure Development Joint Stock Company,/s-detail/912,/id/969
2161,VN000000IKH1,IKH,The Scientific Technical Printing Joint Stock Company,/s-detail/6011,/id/2484
2162,VN000000ILA4,ILA,ILA Joint Stock Company,/s-detail/5951,/id/2475
2163,VN000000ILB2,ILB,ICD Tan Cang – Long Binh Joint Stock Company,/s-detail/8013,/id/2630
2164,VN000000ILC0,ILC,International Labor & Services JSC,/s-detail/84,/id/223
2165,VN000000ILS6,ILS,International Investment Trade And Service Joint Stock Company,/s-detail/6612,/id/2528
2166,VN000000IME4,IME,MECHANICAL AND INDUSTRIAL CONSTRUCTION JOINT STOCK COMPANY,/s-detail/665,/id/718
2167,VN000000IMI5,IMI,Industrial Machinery and Instruments Holding Joint Stock Company,/s-detail/10846,/id/2753
2168,VN000000IMP0,IMP,Imexpharm Corporation,/s-detail/913,/id/970
2169,VN000000IMT2,IMT,HCMC GENERAL IMPORT EXPORT AND INVESTMENT JOINT STOCK COMPANY,/s-detail/682,/id/737
2170,VN000000IN41,IN4,No 4 Printing Joint Stock Company,/s-detail/705,/id/760
2171,VN000000IN74,IN7,Printing No 7 Joint Stock Company,/s-detail/11991,/id/2785
2172,VN000000INC6,INC,Idico Investment Consultancy Joint Stock Company,/s-detail/641,/id/694
2173,VN000000ING7,ING,Investment & Construction Development Corporation,/s-detail/2478,/id/1850
2174,VN000000INN3,INN,Agriculture Printing and Packing Joint Stock Company,/s-detail/45,/id/179
2175,VN000000IPA5,IPA,IPA Investments Group Joint Stock Company,/s-detail/4052,/id/2070
2176,VN000000IPH0,IPH,Printing and Issuing Statistical Form Company Limited,/s-detail/8871,/id/2684
2177,VN000000IRC7,IRC,Industrial Rubber Joint Stock Company,/s-detail/6332,/id/2515
2178,VN000000ISG6,ISG,International Shipping and Labour Cooperation Joint stock company,/s-detail/3209,/id/1945
2179,VN000000ISH4,ISH,IDICO Srok Phu Mieng Hydropower Joint Stock Company,/s-detail/2979,/id/1912
2180,VN000000IST9,IST,Tan Cang Song Than ICD Joint Stock Company,/s-detail/4471,/id/2174
2181,VN000000ITA7,ITA,TAN TAO INVESTMENT AND INDUSTRY CORPORATION,/s-detail/585,/id/638
2182,VN000000ITC3,ITC,Investment and Trading of Real Estate Joint Stock Company,/s-detail/914,/id/971
2183,VN000000ITD1,ITD,INNOVATIVE TECHNOLOGY DEVELOPMENT CORPORATION,/s-detail/687,/id/742
2184,VN000000ITQ3,ITQ,Thien Quang Group Joint Stock Company,/s-detail/1986,/id/1394
2185,VN000000ITS9,ITS,"Vinacomin-Investment, Trading And Service Joint Stock Company",/s-detail/2237,/id/1597
2186,VN000000IVS5,IVS,Guotai Junan Securities (VietNam) Corp,/s-detail/1829,/id/1320
2187,VN000000JOS8,JOS,Minh Hai Export Frozen Seafood Processing Joint – Stock Company,/s-detail/5352,/id/2372
2188,VN000000JSC3,JSC,HaNoi Civil Contruction and Investment Joint Stock Company,/s-detail/42,/id/176
2189,VN000000JVC7,JVC,Japan Vietnam Medical Investment and Development Joint Stock Company,/s-detail/1783,/id/1297
2190,VN000000KAC9,KAC,Khang An Investment Real Estate Joint Stock Company,/s-detail/915,/id/972
2191,VN000000KAL0,KAL,Khanh Hoa Alumininum Joint Stock Company,/s-detail/1797,/id/1303
2192,VN000000KBC7,KBC,Kinh Bac City Development Share Holding Corporation,/s-detail/218,/id/372
2193,VN0KBC117107,KBC11710,Kinh Bac City Development Share Holding Corporation,/s-detail/5853,/id/372
2194,VN0KBC117123,KBC11712,Kinh Bac City Development Share Holding Corporation,/s-detail/6151,/id/372
2195,VN0KBC118063,KBC11806,Kinh Bac City Development Share Holding Corporation,/s-detail/8111,/id/372
2196,VN0KBC120069,KBC12006,Kinh Bac City Development Share Holding Corporation,/s-detail/12011,/id/372
2197,VNKBC1210209,KBC121020,Kinh Bac City Development Share Holding Corporation,/s-detail/19872,/id/372
2198,VN000000KBE3,KBE,KIEN GIANG BOOK AND EQUIPMENT JOINT-STOCK COMPANY,/s-detail/690,/id/745
2199,VN000000KBT1,KBT,KIEN GIANG BRICK TILE JOINT STOCK COMPANY,/s-detail/630,/id/683
2200,VN000000KCB7,KCB,Cao Bang Miniral and Metallurical Joint Stock Company,/s-detail/538,/id/592
2201,VN000000KCE1,KCE,Khanh Hoa Power Centrifugal Concrete Joint Stock Company,/s-detail/654,/id/707
2202,VN000000KDC3,KDC,KIDO Group Corporation,/s-detail/1402,/id/1128
2203,VN000000KDF6,KDF,KIDO Frozen Foods Joint Stock Company,/s-detail/5755,/id/2440
2204,VN000000KDH2,KDH,Khang Dien House Trading And Investment Joint Stock Company,/s-detail/817,/id/872
2205,VN000000KDM2,KDM,New Residential Area Development Joint Stock Company,/s-detail/3811,/id/2036
2206,VN000000KDN0,KDN,Vinh Phuc Construction And Trade House Joint Stock Company,/s-detail/17435,/id/5286
2207,VN000000KGM5,KGM,Kien Giang Import & Export Joint Stock Company,/s-detail/5614,/id/2414
2208,VN000000KGR4,KGR,Viet Nam Australia Refrigeration Electrical Engineering Group Joint Stock Company,/s-detail/17807,/id/5440
2209,VN000000KGU8,KGU,Kiengiang Urban Development Joint - Stock Company,/s-detail/4538,/id/2208
2210,VN000000KHA8,KHA,KHANH HOI INVESTMENT AND SERVICES CORPORATION,/s-detail/887,/id/942
2211,VN000000KHB6,KHB,HoaBinh Mineral Joint Stock Company,/s-detail/125,/id/266
2212,VN000000KHD2,KHD,Hai Duong Mineral Eineal Processing Joint Stock Company,/s-detail/2310,/id/1670
2213,VN000000KHG5,KHG,Khai Hoan Land Real Estate Joint Stock Company,/s-detail/17095,/id/5166
2214,VN000000KHL5,KHL,Hung Long Mineral and Building Material Joint Stock Company,/s-detail/1883,/id/1332
2215,VN000000KHP6,KHP,Khanh Hoa Power Joint Stock Company,/s-detail/916,/id/973
2216,VN000000KHS0,KHS,Kien Hung Joint Stock Company VN,/s-detail/6111,/id/2491
2217,VN000000KHW2,KHW,Khanh Hoa Water Supply and Sewerage Joint Stock Company,/s-detail/4613,/id/2267
2218,VN000000KIP4,KIP,Vietnam K.I.P Joint Stock Company,/s-detail/3951,/id/2043
2219,VN000000KKC8,KKC,Produce and Trading Metal Stock Company,/s-detail/23,/id/156
2220,VN000000KLB8,KLB,Kien Long Commercial Joint Stock Bank,/s-detail/4600,/id/2255
2221,VN000000KLC6,KLC,Kim Lien Tourism Joint Stock Company,/s-detail/21777,/id/6928
2222,VN000000KLF9,KLF,CFS Investment and Import Export Trading Joint Stock Company,/s-detail/2193,/id/1553
2223,VN000000KLM5,KLM,Nghe Tinh Non - Ferous Metal Joint Stock Company,/s-detail/167,/id/313
2224,VN000000KLS2,KLS,KimLong Securities Corporation,/s-detail/137,/id/278
2225,VN000000KMR2,KMR,MIRAE Joint Stock Company,/s-detail/586,/id/639
2226,VN000000KMT8,KMT,Central Vietnam Metal Corporation,/s-detail/514,/id/568
2227,VN000000KNA6,KNA,Nghe An Mineral Joint Stock Company,/s-detail/12412,/id/2819
2228,VN000000KOS6,KOS,Kosy Joint Stock Company,/s-detail/5857,/id/2454
2229,VN000000KPC7,KPC,Kim Phong Trading Production Investment Joint Stock Company,/s-detail/775,/id/830
2230,VN000000KPF0,KPF,Hoang Minh Finance Investment Joint Stock Company,/s-detail/3037,/id/1916
2231,VN000000KSA5,KSA,Binh Thuan Hamico Mineral Joint Stock Company,/s-detail/633,/id/686
2232,VN000000KSB3,KSB,Binh Duong Mineral And Construction Joint Stock Company,/s-detail/818,/id/873
2233,VN000000KSC1,KSC,khanh hoa salt Joint Stock Company,/s-detail/776,/id/831
2234,VN000000KSD9,KSD,DNA Investment Joint Stock Corporation,/s-detail/120,/id/261
2235,VN000000KSE7,KSE,Khanh Hoa Seafoods Exporting Joint Stock Company,/s-detail/4717,/id/2303
2236,VN000000KSF4,KSF,KSFinance Group Joint Stock Company,/s-detail/20587,/id/6558
2237,VN000000KSG2,KSG,GIALAI Minerals and Building Materials Joint Stock Company,/s-detail/2415,/id/1776
2238,VN000000KSH0,KSH,DAMAC GLS Joint Stock Company,/s-detail/59,/id/193
2239,VN000000KSK4,KSK,Mineral Ferrous Metallurgy Joint Stock Company,/s-detail/2114,/id/1472
2240,VN000000KSQ1,KSQ,CNC Capital Viet Nam Joint-Stock Company,/s-detail/2195,/id/1555
2241,VN000000KSS7,KSS,Na Ri Hamico Minerals Joint Stock Corporation,/s-detail/112,/id/253
2242,VN000000KST5,KST,Kasati Joint Stock Company,/s-detail/917,/id/974
2243,VN000000KSV1,KSV,Vinacomin – Minerals Holding Corporation,/s-detail/3931,/id/2041
2244,VN000000KTB1,KTB,Tay Bac Minerals Investment Joint Stock Company,/s-detail/128,/id/269
2245,VN000000KTC9,KTC,Kien Giang Trading Joint Stock Company,/s-detail/6431,/id/2519
2246,VN000000KTL0,KTL,Thang Long Metal Wares Joint Stock Company,/s-detail/2200,/id/1560
2247,VN000000KTS5,KTS,Kon Tum Sugar Joint Stock Company,/s-detail/1722,/id/1257
2248,VN000000KTT3,KTT,Thien Truong Investment Equipment and Construction Engineering Joint Stock Company,/s-detail/127,/id/268
2249,VN000000KTU1,KTU,Kon Tum Urban Environment Joint Stock Company,/s-detail/5993,/id/2481
2250,VN000000KTW7,KTW,Kon Tum Water Supply Joint Stock Company,/s-detail/8800,/id/2677
2251,VN000000KVC5,KVC,Kim Vi Inox Import Export Production Joint Stock Company,/s-detail/2844,/id/1900
2252,VN000000KWA7,KWA,Kien Tuong Water Supply Sewerage And Environment Joint Company,/s-detail/11731,/id/2780
2253,VN000000L102,L10,Lilama 10 Joint Stock Company,/s-detail/168,/id/314
2254,VN000000L128,L12,Licogi 12 Joint Stock Company,/s-detail/4544,/id/2214
2255,VN000000L144,L14,LICOGI 14 Joint Stock Company,/s-detail/1830,/id/1321
2256,VN000000L185,L18,Construction And Investment Stock Company No 18,/s-detail/145,/id/286
2257,VN000000L359,L35,Erection Mechanical Joint Stock Company,/s-detail/146,/id/287
2258,VN000000L409,L40,40 Investment and Construction Joint Stock Company,/s-detail/9193,/id/2693
2259,VN000000L433,L43,Lilama 45.3 Joint Stock Company,/s-detail/1737,/id/1268
2260,VN000000L441,L44,LILAMA 45.4 JOINT STOCK COMPANY,/s-detail/699,/id/754
2261,VN000000L458,L45,Lilama 45.1 Joint Stock Company,/s-detail/4199,/id/2099
2262,VN000000L615,L61,69-1 Lilama Joint Stock Company,/s-detail/138,/id/279
2263,VN000000L623,L62,Lilama No. 69-2 JSC,/s-detail/1403,/id/1129
2264,VN000000L631,L63,Lilama 69-3 Joint Stock Company,/s-detail/4238,/id/2112
2265,VN000000LAF0,LAF,LAFOOCO,/s-detail/664,/id/717
2266,VN000000LAI4,LAI,IDICO-LongAn Investment Construction Joint Stock Company,/s-detail/3185,/id/1940
2267,VN000000LAS3,LAS,Lam Thao Fertilizers & Chemicals Joint Stock Company,/s-detail/1940,/id/1378
2268,VN000000LAW5,LAW,Long An Water Supply Sewerage Joint Stock Company,/s-detail/3538,/id/1988
